project	tissue	method	log2_auprc_over_prior	dataset	auROC	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP029281	blood	wTO	0.2993844250512469	SRP029281_blood	0.5631829977802028	8	0.7774668981017561	33120733	187160236558561.7	33120733	187160236558561.7	0.7774668981017561
SRP029592	heart	wTO	0.45293850271055874	SRP029592_heart	0.561164693489058	10	0.8926156409839785	3578012.5	1991225844836.6777	3578012.5	1991225844836.6777	0.8926156409839785
SRP029888	stem_cell	wTO	0.5842299150591892	SRP029888_stem_cell	0.637287086474629	5	0.9383479486799243	3560305	525059549863	3560305	525059549863	0.9383479486799243
SRP029889	blood	wTO	-0.017860506329669564	SRP029889_blood	0.4927648475142341	6	0.8539137768692168	4154847.5	2402743055781.6	4154847.5	2402743055781.6	0.8539137768692168
SRP029889	brain	wTO	0.1395537492477436	SRP029889_brain	0.5301776164681229	6	0.889343437372055	4682425	4409850157610.967	4682425	4409850157610.967	0.889343437372055
SRP029899	blood	wTO	0.5664686760329333	SRP029899_blood	0.5519915713809773	18	0.9409852165959451	29076456.5	42485510260453.086	29076456.5	42485510260453.086	0.9409852165959451
SRP029990	blood	wTO	0.2596502235054001	SRP029990_blood	0.5475483232893836	12	0.9342975214669625	14538395	26031585318912.242	14538395	26031585318912.242	0.9342975214669625
SRP030401	breast	wTO	0.33733127380194766	SRP030401_breast	0.5874416562756188	26	0.7576737581117509	9477471	12957319218971.422	9477471	12957319218971.422	0.7576737581117509
SRP030628	brain	wTO	0.27663047261978946	SRP030628_brain	0.5615322582000175	38	0.8797908817409645	9161996.5	1635040386545.4937	9161996.5	1635040386545.4937	0.8797908817409645
SRP031476	breast	wTO	0.550129780279305	SRP031476_breast	0.6475090220946917	38	0.9642952253667867	8926111	70969647297946.44	8926111	70969647297946.44	0.9642952253667867
SRP032165	brain	wTO	0.21859642032152052	SRP032165_brain	0.5308706057339023	24	0.9527501871377801	13159269	5876995195203.036	13159269	5876995195203.036	0.9527501871377801
SRP032363	muscle	wTO	0.8240016406646414	SRP032363_muscle	0.6509453193917842	9	0.9904672617094153	20029479	45243078939027.28	20029479	45243078939027.28	0.9904672617094153
SRP032539	brain	wTO	0.29910467766888466	SRP032539_brain	0.5413743396159099	11	0.7095006904987466	8193251	28882600310361.816	8193251	28882600310361.816	0.7095006904987466
SRP032743	stem_cell	wTO	0.6337780936328481	SRP032743_stem_cell	0.6396845299094736	27	0.9810381235232631	6882433	699050108592.9686	6882433	699050108592.9686	0.9810381235232631
SRP032775	blood	wTO	0.25691496964849286	SRP032775_blood	0.5735299266174536	228	0.9403497927532615	6555220	10026825435728.727	6590489.5	9507516424722.559	0.9415205274543835
SRP032789	breast	wTO	0.4972878509972177	SRP032789_breast	0.5789390643163266	20	0.7551032639971876	8424508.5	13991254934285.104	8424508.5	13991254934285.104	0.7551032639971876
SRP032798	brain	wTO	0.22334513144407345	SRP032798_brain	0.5452454598104062	16	0.9030621396281984	15868681	4140654088200.3833	15868681	4140654088200.3833	0.9030621396281984
SRP032928	stem_cell	wTO	0.8911889300950392	SRP032928_stem_cell	0.6712481466835278	7	0.9502934946303759	37445071	128377678981904.14	37445071	128377678981904.14	0.9502934946303759
SRP033078	breast	wTO	0.5585843122373068	SRP033078_breast	0.6426907062079117	8	0.9161015922400557	8039031	44553978470698.79	8039031	44553978470698.79	0.9161015922400557
SRP033095	lung	wTO	0.4743814749586538	SRP033095_lung	0.6099214682705032	15	0.8582866534354783	8425522	2718246969219.781	8425522	2718246969219.781	0.8582866534354783
SRP033135	muscle	wTO	0.29208193086743506	SRP033135_muscle	0.5388715255896841	13	0.46039028698166745	857340	1470729804634.05	5596544	6664901268816.91	0.9546711744665038
SRP033266	blood	wTO	0.22747935942532446	SRP033266_blood	0.55780710716013715	130	0.8014985543932507	6256109.5	9260764223673.744	6256109.5	9260764223673.744	0.8014985543932507
SRP033266	bone	wTO	0.5381739590467606	SRP033266_bone	0.5837999061148018	14	0.832164316499012	5627730	6555408506375.939	5627730	6555408506375.939	0.832164316499012
SRP033267	stem_cell	wTO	0.3474763720889626	SRP033267_stem_cell	0.5709062165840031	6	0.8320175262602336	89306829.5	69537558954450.664	89306829.5	69537558954450.664	0.8320175262602336
SRP033725	brain	wTO	-0.06448316145076871	SRP033725_brain	0.4847540641228747	61	0.9436714493100345	11256146	611207724874560	11256146	611207724874560	0.9436714493100345
SRP034009	cervix	wTO	0.9546102579843199	SRP034009_cervix	0.6463581499164803	6	0.938420081966154	8417853	4159387560903.467	8417853	4159387560903.467	0.938420081966154
SRP034592	prostate	wTO	0.6689316572443572	SRP034592_prostate	0.6254678444330324	10	0.9418942539196131	13685198.5	68182117562375.43	13685198.5	68182117562375.43	0.9418942539196131
SRP034606	stem_cell	wTO	0.7129078172088171	SRP034606_stem_cell	0.6573878600108891	12	0.9771948763524068	14075705	17781016945379.54	14075705	17781016945379.54	0.9771948763524068
SRP034698	skin	wTO	0.6155650771760963	SRP034698_skin	0.6269261587313721	7	0.5279443664570624	9969803	3892739663837	9969803	3892739663837	0.5279443664570624
SRP034711	blood	wTO	0.15921539719406888	SRP034711_blood	0.5567409925672173	15	0.8877401050474737	36525704	8983424785503411	36525704	8983424785503411	0.8877401050474737
SRP034732	blood	wTO	0.45577924295039174	SRP034732_blood	0.5679918718834216	43	0.9588344420866222	6783735	10411692595630.78	6899794	8827003143067.469	0.9611744203911324
SRP035312	blood	wTO	0.15720669818305538	SRP035312_blood	0.5524458089611208	15	0.8877666986467144	36533658	8976196882972780	36533658	8976196882972780	0.8877666986467144
SRP035387	liver	wTO	0.7299943804791322	SRP035387_liver	0.6466848662145175	7	0.6363091022948317	29374287	6918186956436.238	29374287	6918186956436.238	0.6363091022948317
SRP035417	stem_cell	wTO	0.4250321762581671	SRP035417_stem_cell	0.55522116862873	6	0.9387005968638655	12422856	577652397760.6666	12422856	577652397760.6666	0.9387005968638655
SRP035641	skin	wTO	0.4529247073388122	SRP035641_skin	0.5719720790465814	6	0.9162006206148873	2244073	1267920719986.3	2244073	1267920719986.3	0.9162006206148873
SRP035862	brain	wTO	0.22440258135455976	SRP035862_brain	0.5298170902351309	5	0.9063394674886787	4051595	3029918319025.7	4051595	3029918319025.7	0.9063394674886787
SRP035864	skin	wTO	0.22001097562189378	SRP035864_skin	0.5265221881955284	9	0.8702809511615685	8592392	9198923269929.527	8592392	9198923269929.527	0.8702809511615685
SRP035988	skin	wTO	0.13392982002889703	SRP035988_skin	0.4959853042036997	178	0.8778079936566794	33751099.5	58988355444886.4	33751099.5	58988355444886.4	0.8778079936566794
SRP036848	prostate	wTO	0.49998110171538507	SRP036848_prostate	0.6289815734943289	101	0.794937908118776	3295469	5870001902485.963	3295469	6037148905447.408	0.8035493961640454
SRP038863	bone	wTO	1.0809934744410343	SRP038863_bone	0.624662677915353	31	0.9325358274294839	18781676	30868350828806.83	18781676	30868350828806.83	0.9325358274294839
SRP039348	stem_cell	wTO	0.8724138358798819	SRP039348_stem_cell	0.6700116112122281	30	0.8576161095955682	32493374.5	274197722414034.1	32493374.5	274197722414034.1	0.8576161095955682
SRP039359	breast	wTO	0.36669995825107765	SRP039359_breast	0.5969653771470007	16	0.7040217351091869	6919283.5	12697728814234.863	6919283.5	12697728814234.863	0.7040217351091869
SRP039694	liver	wTO	0.4924616585367169	SRP039694_liver	0.6095556836399467	15	0.8026393001773738	31278197	4759368945782.571	31278197	4759368945782.571	0.8026393001773738
SRP040328	blood	wTO	0.28055701496779295	SRP040328_blood	0.5470067682566757	19	0.9684930175820327	15803223	4100102712034.8013	15803223	4100102712034.8013	0.9684930175820327
SRP040622	brain	wTO	-0.004349762739894831	SRP040622_brain	0.5145556814593704	13	0.7738508090902539	10208439	71050613234876.6	10208439	71050613234876.6	0.7738508090902539
SRP041008	stem_cell	wTO	0.29615578451556274	SRP041008_stem_cell	0.5520612259625111	15	0.8721823647843858	20418882	3689276461414.495	20418882	3689276461414.495	0.8721823647843858
SRP041179	stem_cell	wTO	0.891284753123494	SRP041179_stem_cell	0.6670640785800437	43	0.8091357920855867	30668747	1128709859943755	30668747	1128709859943755	0.8091357920855867
SRP041396	kidney	wTO	0.5054687599488129	SRP041396_kidney	0.5911807436145118	18	0.9804639668540178	17828715	87741805688792.53	17828715	87741805688792.53	0.9804639668540178
SRP041494	stem_cell	wTO	0.4927932904340877	SRP041494_stem_cell	0.5942716240725971	5	0.837412923318538	1347632	9355066355986.3	1347632	9355066355986.3	0.837412923318538
SRP041988	blood	wTO	0.025739042508347142	SRP041988_blood	0.5076704429377017	11	0.721420581403844	28728577	280416319897048.84	28728577	280416319897048.84	0.721420581403844
SRP042153	blood	wTO	0.029737617252619128	SRP042153_blood	0.5157205159151452	24	0.8194049131607193	29333594.5	112478789120435.53	29333594.5	112478789120435.53	0.8194049131607193
SRP042161	intestine	wTO	0.47328443290097216	SRP042161_intestine	0.5731890803930177	21	0.2678583659847188	418025.5	556173778879.111	1198625	11887542720477.148	0.6748355756047185
SRP042620	breast	wTO	1.0218934377269295	SRP042620_breast	0.6940096061606837	167	0.6714053263873965	23879611	55196597263758.18	23879611	55196597263758.18	0.6714053263873965
SRP042623	blood	wTO	0.19560165446856867	SRP042623_blood	0.5370279978805144	16	0.957969592875836	21164656	3250166072248.5625	21164656	3250166072248.5625	0.957969592875836
SRP043108	muscle	wTO	0.9524719162244752	SRP043108_muscle	0.6604745851893377	74	0.9488124896455665	2068781.5	1595166218065.12	2377072	1244372262504.5154	0.9509354961201049
SRP043144	blood	wTO	0.20137665957107995	SRP043144_blood	0.529652170103283	12	0.9170923932632701	11065447.5	10081699585409.06	11065447.5	10081699585409.06	0.9170923932632701
SRP043221	muscle	wTO	0.22148427862798664	SRP043221_muscle	0.5712032477195095	38	0.7179115773334743	126336817.5	958870666403399	126336817.5	958870666403399	0.7179115773334743
SRP043368	muscle	wTO	0.8102005754114937	SRP043368_muscle	0.6430357494281616	26	0.9588315303382922	7308382.5	8099434538377.864	7308382.5	8099434538377.864	0.9588315303382922
SRP044668	brain	wTO	0.7187258915653019	SRP044668_brain	0.6156299927967233	70	0.7212375404821718	21728000.5	37148100926271.24	21728000.5	37148100926271.24	0.7212375404821718
SRP044668	skin	wTO	0.2845579100232153	SRP044668_skin	0.5779583715713272	23	0.791214767366163	26369196	18742361245796.406	26369196	18742361245796.406	0.791214767366163
SRP000941	colon	counts	0.4574384765086849	SRP000941_colon	0.6184059569673082	24	0.8871250457558746	9069932	2982197564764.058	9069932	2982197564764.058	0.8871250457558746
SRP000941	heart	counts	0.3532799137929012	SRP000941_heart	0.5630089800326559	24	0.937793717798281	10202036	1147830126460.0417	10202036	1147830126460.0417	0.937793717798281
SRP000941	intestine	counts	0.3089058715131974	SRP000941_intestine	0.5299458398123882	32	0.9149503561915839	4309408	7667816074280.217	4309408	7667816074280.217	0.9149503561915839
SRP000941	lung	counts	0.1333125207097943	SRP000941_lung	0.5447211978437991	20	0.7532870120286826	8617928	5479685216180.257	8628235.5	4019083406430.0923	0.7571675546745809
SRP000941	muscle	counts	0.723021116607968	SRP000941_muscle	0.6173716657792419	30	0.9101233706492706	5670970	95428472811461.7	5670970	95428472811461.7	0.9101233706492706
SRP000941	stem_cell	counts	1.1226689547659139	SRP000941_stem_cell	0.7042275471293102	99	0.6335681507630583	5175909	721193967325620.9	6776864	755711347810385.9	0.6517449699437442
SRP001371	blood	counts	0.3571748266883132	SRP001371_blood	0.5888219905846768	20	0.9971459309901244	5882490	490440749620378	5882490	490440749620378	0.9971459309901244
SRP001371	brain	counts	0.13850530949109496	SRP001371_brain	0.5349483752254081	12	0.9612230361478138	54043061.5	252330960470104.38	54043061.5	252330960470104.38	0.9612230361478138
SRP001371	intestine	counts	0.21742863292325063	SRP001371_intestine	0.5111707091823554	14	0.9055033664256724	46285748	517266378348557	46285748	517266378348557	0.9055033664256724
SRP001371	kidney	counts	0.3006851270039773	SRP001371_kidney	0.5662049745602609	5	0.9769421783184283	56248691	106264162409291.7	56248691	106264162409291.7	0.9769421783184283
SRP001371	muscle	counts	0.735075040641661	SRP001371_muscle	0.6361136468817499	7	0.8890394365084799	36873414	903359994356518.6	36873414	903359994356518.6	0.8890394365084799
SRP001558	liver	counts	0.9516538280401543	SRP001558_liver	0.6296547487184938	11	0.9247578114803341	4887004	445272832691.4	4887004	445272832691.4	0.9247578114803341
SRP002079	brain	counts	0.3166649695182252	SRP002079_brain	0.5681597856326555	34	0.6774551372508555	1709663.5	1651117793959.4553	1709663.5	1651117793959.4553	0.6774551372508555
SRP002079	stem_cell	counts	0.8021283403363809	SRP002079_stem_cell	0.6745946894358426	27	0.8011469439008185	1886911	1101302979236.656	1992724	1041024362453.4985	0.8030977340010708
SRP002105	blood	counts	0.6099798855545167	SRP002105_blood	0.6062759667167619	15	0.9425098956485196	3266231	154793831752.20953	3266231	154793831752.20953	0.9425098956485196
SRP002272	liver	counts	0.5350638287263283	SRP002272_liver	0.5965443968010362	7	0.6089187975927195	6764631.5	7399956664689.538	7942672	5857451683910.619	0.7114213078445124
SRP002274	brain	counts	0.37989317253003746	SRP002274_brain	0.5639520197976857	6	0.9949553683471325	7064703.5	93176427759.76666	7064703.5	93176427759.76666	0.9949553683471325
SRP002605	cervix	counts	1.6844594575680394	SRP002605_cervix	0.7764839500079184	24	0.9231615868042707	2760306	15529457497286.346	2760306	15529457497286.346	0.9231615868042707
SRP002628	prostate	counts	0.4959664312126476	SRP002628_prostate	0.6071976697170243	30	0.8454448120097025	6013922.5	5638445182990.947	6013922.5	5638445182990.947	0.8454448120097025
SRP003611	brain	counts	0.45198084294465257	SRP003611_brain	0.5822606169297728	6	0.9940259098220026	6935409	230286966377.06668	6935409	230286966377.06668	0.9940259098220026
SRP003611	prostate	counts	0.8142271895733721	SRP003611_prostate	0.5759791598394415	46	0.9030892791840586	3432084	12453029165482.844	3432084	12453029165482.844	0.9030892791840586
SRP003726	breast	counts	0.5237187829069238	SRP003726_breast	0.6045538147191394	14	0.5038673603116823	2190167	2410584971362.2637	2190167	2410584971362.2637	0.5038673603116823
SRP003754	blood	counts	0.28104080314716573	SRP003754_blood	0.5403747307399307	5	0.47897799785748674	32099841	1181252449038045	64056983	1126326657850988.5	0.5970710323620452
SRP003754	brain	counts	0.3866842130342408	SRP003754_brain	0.5542887841945578	5	0.4411144744892216	21407034	674324989315392.75	21182758	267816812278432.3	0.42146462237494403
SRP003754	skin	counts	0.8489928610723505	SRP003754_skin	0.6278265990292375	8	0.4639059689626029	36971897	731793047652425.25	49970194	1047687261183365.9	0.5504298479999644
SRP003902	kidney	counts	0.5857099233440841	SRP003902_kidney	0.5940836942523795	20	0.6460929763182831	5147830.5	1532875350132.3684	5147830.5	1532875350132.3684	0.6460929763182831
SRP004847	breast	counts	0.09272955061778855	SRP004847_breast	0.5047658917546585	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	counts	0.2964313861668991	SRP005242_heart	0.5882110644478082	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
SRP005279	blood	counts	0.25868365404672944	SRP005279_blood	0.535334765639476	5	0.8999927190238184	13032669	11994899780809.7	13032669	11994899780809.7	0.8999927190238184
SRP005279	bone	counts	0.2637457003709479	SRP005279_bone	0.5480634913829157	23	0.5987056262061923	5416220	18634320813161.984	5807971	17267267299273.691	0.6523851545920355
SRP005281	stem_cell	counts	0.520390833984862	SRP005281_stem_cell	0.6037489072696971	5	0.9832882981583343	11626850	12793169339201.3	11626850	12793169339201.3	0.9832882981583343
SRP006575	breast	counts	1.0024587983369486	SRP006575_breast	0.7171273937863099	71	0.6927087568775924	4078876	11289576856496.963	4274794	10669184964806.045	0.7098719536613645
SRP006575	colon	counts	0.08770610137825603	SRP006575_colon	0.5063228444263679	5	0.7571227173158857	7468273	12378227826521.2	7468273	12378227826521.2	0.7571227173158857
SRP006575	kidney	counts	0.2986451197728431	SRP006575_kidney	0.5539057860487873	6	0.8484489229850931	6101579.5	16739742685022.666	6101579.5	16739742685022.666	0.8484489229850931
SRP006575	lung	counts	0.40229265636329486	SRP006575_lung	0.6022691002119025	16	0.774125084305037	8314288.5	30137762695491.598	8314288.5	30137762695491.598	0.774125084305037
SRP006676	lung	counts	0.10294781826381692	SRP006676_lung	0.5015451639375677	8	0.8043938458275474	13324908	15597247017854.268	13324908	15597247017854.268	0.8043938458275474
SRP006908	breast	counts	0.8090086915056404	SRP006908_breast	0.6732345438370473	5	0.6982399635289526	16012577	98341950108842.8	16012577	98341950108842.8	0.6982399635289526
SRP007359	brain	counts	0.708570991899008	SRP007359_brain	0.6096535676093922	7	0.7409343449601383	12485617	12395693225419.953	12485617	12395693225419.953	0.7409343449601383
SRP007412	brain	counts	0.37975722247936133	SRP007412_brain	0.5683123821902782	6	0.8752678288263602	10431357	50825686660802.164	10431357	50825686660802.164	0.8752678288263602
SRP007461	blood	counts	0.38320760092011047	SRP007461_blood	0.5686195680409973	50	0.5151529276267153	10418073.5	243355667921270.38	10418073.5	243355667921270.38	0.5151529276267153
SRP007461	brain	counts	0.09776278487263956	SRP007461_brain	0.5282919244295492	10	0.7792129022463915	52655276.5	1557592478727595.5	52655276.5	1557592478727595.5	0.7792129022463915
