ensembl_ids	type_of_gene
ENSG00000251538	lincRNA
ENSG00000280953	lincRNA
ENSG00000227110	antisense_RNA
ENSG00000237579	lincRNA
ENSG00000260101	lincRNA
ENSG00000225539	lincRNA
ENSG00000260779	antisense_RNA
ENSG00000267204	lincRNA
ENSG00000234184	lincRNA
ENSG00000228723	antisense_RNA
ENSG00000233485	antisense_RNA
ENSG00000229649	lincRNA
ENSG00000224046	antisense_RNA
ENSG00000274897	protein_coding
ENSG00000234148	lincRNA
ENSG00000276756	transcribed_unprocessed_pseudogene
ENSG00000265555	lincRNA
ENSG00000230173	lincRNA
ENSG00000234953	antisense_RNA
ENSG00000234572	lincRNA
ENSG00000105793	protein_coding
ENSG00000203527	antisense_RNA
ENSG00000236747	lincRNA
ENSG00000260995	lincRNA
ENSG00000251011	antisense_RNA
ENSG00000253877	lincRNA
ENSG00000260192	lincRNA
ENSG00000256342	lincRNA
ENSG00000236393	lincRNA
ENSG00000245694	lincRNA
ENSG00000266258	lincRNA
ENSG00000229056	antisense_RNA
ENSG00000253103	lincRNA
ENSG00000230098	antisense_RNA
ENSG00000231851	antisense_RNA
ENSG00000241328	lincRNA
ENSG00000250230	lincRNA
ENSG00000237819	antisense_RNA
ENSG00000236268	lincRNA
ENSG00000224294	lincRNA
ENSG00000233926	lincRNA
ENSG00000254278	antisense_RNA
ENSG00000225768	lincRNA
ENSG00000232655	lincRNA
ENSG00000229563	lincRNA
ENSG00000255595	protein_coding
ENSG00000278711	lincRNA
ENSG00000228058	lincRNA
ENSG00000204929	processed_transcript
ENSG00000228391	lincRNA
ENSG00000263499	antisense_RNA
ENSG00000231742	lincRNA
ENSG00000248318	antisense_RNA
ENSG00000236977	sense_intronic
ENSG00000242687	antisense_RNA
ENSG00000230922	sense_intronic
ENSG00000232964	lincRNA
ENSG00000234423	lincRNA
ENSG00000266100	antisense_RNA
ENSG00000233008	lincRNA
ENSG00000251576	lincRNA
ENSG00000266850	antisense_RNA
ENSG00000236751	lincRNA
ENSG00000227463	lincRNA
ENSG00000261807	lincRNA
ENSG00000166329	protein_coding
ENSG00000233077	lincRNA
ENSG00000233008	lincRNA
ENSG00000214803	lincRNA
ENSG00000232903	lincRNA
ENSG00000249345	lincRNA
ENSG00000231621	antisense_RNA
ENSG00000233527	antisense_RNA
ENSG00000223393	antisense_RNA
ENSG00000259779	lincRNA
ENSG00000245149	lincRNA
ENSG00000256362	lincRNA
ENSG00000258731	antisense_RNA
ENSG00000225975	lincRNA
ENSG00000236039	lincRNA
ENSG00000259456	antisense_RNA
ENSG00000224292	antisense_RNA
ENSG00000251600	processed_transcript
ENSG00000256022	lincRNA
ENSG00000238217	lincRNA
ENSG00000264301	lincRNA
ENSG00000259847	lincRNA
ENSG00000257259	lincRNA
ENSG00000244791	lincRNA
ENSG00000250582	antisense_RNA
ENSG00000235885	lincRNA
ENSG00000266290	lincRNA
ENSG00000226686	lincRNA
ENSG00000166917	antisense_RNA
ENSG00000227964	lincRNA
ENSG00000238184	antisense_RNA
ENSG00000236497	lincRNA
ENSG00000283463	protein_coding
ENSG00000230943	lincRNA
ENSG00000264672	antisense_RNA
ENSG00000258803	lincRNA
ENSG00000228484	lincRNA
ENSG00000256659	lincRNA
ENSG00000276778	lincRNA
ENSG00000265888	antisense_RNA
ENSG00000234948	lincRNA
ENSG00000237013	lincRNA
ENSG00000254718	antisense_RNA
ENSG00000234474	lincRNA
ENSG00000255367	processed_transcript
ENSG00000265843	lincRNA
ENSG00000266729	antisense_RNA
ENSG00000232301	antisense_RNA
ENSG00000218357	lincRNA
ENSG00000261656	antisense_RNA
ENSG00000262003	antisense_RNA
ENSG00000256699	lincRNA
ENSG00000245812	lincRNA
ENSG00000229425	lincRNA
ENSG00000259583	antisense_RNA
ENSG00000267302	lincRNA
ENSG00000223442	antisense_RNA
ENSG00000229869	antisense_RNA
ENSG00000231663	antisense_RNA
ENSG00000253311	antisense_RNA
ENSG00000228624	antisense_RNA
ENSG00000226097	lincRNA
ENSG00000250548	lincRNA
ENSG00000228044	lincRNA
ENSG00000259881	antisense_RNA
ENSG00000230408	antisense_RNA
ENSG00000224008	lincRNA
ENSG00000253165	lincRNA
ENSG00000250433	antisense_RNA
ENSG00000260552	antisense_RNA
ENSG00000282435	lincRNA
ENSG00000277526	lincRNA
ENSG00000254319	lincRNA
ENSG00000282397	lincRNA
ENSG00000233997	lincRNA
ENSG00000253593	lincRNA
ENSG00000255120	antisense_RNA
ENSG00000280552	lincRNA
ENSG00000231304	processed_transcript
ENSG00000224533	antisense_RNA
ENSG00000241570	antisense_RNA
ENSG00000253236	lincRNA
ENSG00000270049	antisense_RNA
ENSG00000225084	antisense_RNA
ENSG00000233215	lincRNA
ENSG00000251218	lincRNA
ENSG00000248210	lincRNA
ENSG00000238005	lincRNA
ENSG00000267131	antisense_RNA
ENSG00000253978	antisense_RNA
ENSG00000242671	lincRNA
ENSG00000224832	lincRNA
ENSG00000234715	antisense_RNA
ENSG00000231107	lincRNA
ENSG00000261781	lincRNA
ENSG00000265000	lincRNA
ENSG00000231172	antisense_RNA
ENSG00000237505	antisense_RNA
ENSG00000261715	lincRNA
ENSG00000255970	lincRNA
ENSG00000215241	lincRNA
ENSG00000234653	antisense_RNA
ENSG00000253469	lincRNA
ENSG00000262884	antisense_RNA
ENSG00000234210	lincRNA
ENSG00000248332	sense_intronic
ENSG00000267337	lincRNA
ENSG00000255772	lincRNA
ENSG00000237574	lincRNA
ENSG00000233605	lincRNA
ENSG00000270164	lincRNA
ENSG00000280540	lincRNA
ENSG00000251169	lincRNA
ENSG00000267414	lincRNA
ENSG00000229494	lincRNA
ENSG00000270174	antisense_RNA
ENSG00000249082	lincRNA
ENSG00000261008	lincRNA
ENSG00000236990	lincRNA
ENSG00000269985	antisense_RNA
ENSG00000236532	lincRNA
ENSG00000229385	antisense_RNA
ENSG00000224308	antisense_RNA
ENSG00000265778	antisense_RNA
ENSG00000244541	lincRNA
ENSG00000224559	lincRNA
ENSG00000234327	processed_transcript
ENSG00000255476	antisense_RNA
ENSG00000229699	lincRNA
ENSG00000223646	lincRNA
ENSG00000225986	antisense_RNA
ENSG00000232548	lincRNA
ENSG00000253647	antisense_RNA
ENSG00000261404	lincRNA
ENSG00000234520	lincRNA
ENSG00000235601	lincRNA
ENSG00000228397	lincRNA
ENSG00000249419	antisense_RNA
ENSG00000246308	antisense_RNA
ENSG00000284738	antisense_RNA
ENSG00000257815	antisense_RNA
ENSG00000266921	antisense_RNA
ENSG00000255517	antisense_RNA
ENSG00000245466	lincRNA
ENSG00000224081	transcribed_processed_pseudogene
ENSG00000240137	antisense_RNA
ENSG00000277332	antisense_RNA
ENSG00000230427	antisense_RNA
ENSG00000245648	antisense_RNA
ENSG00000228013	antisense_RNA
ENSG00000267659	lincRNA
ENSG00000226527	lincRNA
ENSG00000282693	protein_coding
ENSG00000261667	protein_coding
ENSG00000222020	antisense_RNA
ENSG00000226026	antisense_RNA
ENSG00000254438	lincRNA
ENSG00000259446	antisense_RNA
ENSG00000253686	lincRNA
ENSG00000258123	lincRNA
ENSG00000267603	lincRNA
ENSG00000133961	protein_coding
ENSG00000264464	lincRNA
ENSG00000222018	protein_coding
ENSG00000249500	lincRNA
ENSG00000235257	processed_transcript
ENSG00000228812	antisense_RNA
ENSG00000181135	protein_coding
ENSG00000274352	protein_coding
ENSG00000226953	antisense_RNA
ENSG00000256888	lincRNA
ENSG00000260785	lincRNA
ENSG00000260433	lincRNA
ENSG00000106069	protein_coding
ENSG00000250007	antisense_RNA
ENSG00000233729	antisense_RNA
ENSG00000241336	lincRNA
ENSG00000256508	antisense_RNA
ENSG00000236513	lincRNA
ENSG00000250514	lincRNA
ENSG00000226101	lincRNA
ENSG00000259225	lincRNA
ENSG00000225431	lincRNA
ENSG00000278611	lincRNA
ENSG00000231987	lincRNA
ENSG00000260876	lincRNA
ENSG00000264985	antisense_RNA
ENSG00000219445	lincRNA
ENSG00000231944	antisense_RNA
ENSG00000262966	antisense_RNA
ENSG00000224445	lincRNA
ENSG00000236436	lincRNA
ENSG00000260737	lincRNA
ENSG00000280737	lincRNA
ENSG00000226497	lincRNA
ENSG00000237764	lincRNA
ENSG00000203650	lincRNA
ENSG00000248339	lincRNA
ENSG00000268686	antisense_RNA
ENSG00000224788	lincRNA
ENSG00000236155	transcribed_unprocessed_pseudogene
ENSG00000230910	antisense_RNA
ENSG00000283051	lincRNA
ENSG00000270111	lincRNA
ENSG00000223874	lincRNA
ENSG00000236340	antisense_RNA
ENSG00000236064	antisense_RNA
ENSG00000230392	lincRNA
ENSG00000255727	lincRNA
ENSG00000261222	lincRNA
ENSG00000226725	antisense_RNA
ENSG00000237863	antisense_RNA
ENSG00000225420	antisense_RNA
ENSG00000198358	antisense_RNA
ENSG00000244040	antisense_RNA
ENSG00000236252	transcribed_processed_pseudogene
ENSG00000232377	antisense_RNA
ENSG00000246740	antisense_RNA
ENSG00000235834	sense_intronic
ENSG00000237989	lincRNA
ENSG00000233288	lincRNA
ENSG00000232412	lincRNA
ENSG00000232892	antisense_RNA
ENSG00000239205	lincRNA
ENSG00000255916	antisense_RNA
ENSG00000260832	antisense_RNA
ENSG00000227274	antisense_RNA
ENSG00000257741	lincRNA
ENSG00000255337	antisense_RNA
ENSG00000232837	lincRNA
ENSG00000237461	lincRNA
ENSG00000254508	antisense_RNA
ENSG00000256321	lincRNA
ENSG00000259572	lincRNA
ENSG00000248844	lincRNA
ENSG00000244945	antisense_RNA
ENSG00000283808	antisense_RNA
ENSG00000260862	sense_intronic
ENSG00000225940	protein_coding
ENSG00000257747	lincRNA
ENSG00000230523	lincRNA
ENSG00000219665	processed_transcript
ENSG00000280870	lincRNA
ENSG00000225376	antisense_RNA
ENSG00000256120	lincRNA
ENSG00000232058	lincRNA
ENSG00000230768	lincRNA
ENSG00000250708	lincRNA
ENSG00000231652	antisense_RNA
ENSG00000237208	lincRNA
ENSG00000225564	lincRNA
ENSG00000248174	lincRNA
ENSG00000267065	lincRNA
ENSG00000223786	lincRNA
ENSG00000269072	antisense_RNA
ENSG00000242686	antisense_RNA
ENSG00000226706	antisense_RNA
ENSG00000225973	protein_coding
ENSG00000236617	antisense_RNA
ENSG00000254811	transcribed_unprocessed_pseudogene
ENSG00000254562	lincRNA
ENSG00000228135	antisense_RNA
ENSG00000249584	lincRNA
ENSG00000270332	lincRNA
ENSG00000227467	lincRNA
ENSG00000270159	antisense_RNA
ENSG00000258977	lincRNA
ENSG00000237057	lincRNA
ENSG00000268095	antisense_RNA
ENSG00000232160	antisense_RNA
ENSG00000246211	lincRNA
ENSG00000013297	protein_coding
ENSG00000249106	antisense_RNA
ENSG00000237707	antisense_RNA
ENSG00000246394	lincRNA
ENSG00000258743	lincRNA
ENSG00000250127	lincRNA
ENSG00000269964	protein_coding
ENSG00000267201	lincRNA
ENSG00000260286	protein_coding
ENSG00000228401	antisense_RNA
ENSG00000260026	lincRNA
ENSG00000261184	sense_overlapping
ENSG00000250954	lincRNA
ENSG00000230021	transcribed_processed_pseudogene
ENSG00000226484	antisense_RNA
ENSG00000245311	antisense_RNA
ENSG00000248529	antisense_RNA
ENSG00000251504	lincRNA
ENSG00000270006	antisense_RNA
ENSG00000237468	lincRNA
ENSG00000203739	antisense_RNA
ENSG00000266970	lincRNA
ENSG00000224107	protein_coding
ENSG00000261697	sense_intronic
ENSG00000228308	lincRNA
ENSG00000231131	lincRNA
ENSG00000259293	antisense_RNA
ENSG00000229531	antisense_RNA
ENSG00000236795	antisense_RNA
ENSG00000260219	lincRNA
ENSG00000261095	lincRNA
ENSG00000267123	lincRNA
ENSG00000197852	protein_coding
ENSG00000245975	lincRNA
ENSG00000260063	antisense_RNA
ENSG00000258274	antisense_RNA
ENSG00000228151	antisense_RNA
ENSG00000251128	antisense_RNA
ENSG00000260750	lincRNA
ENSG00000262188	lincRNA
ENSG00000229102	lincRNA
ENSG00000232458	lincRNA
ENSG00000236461	lincRNA
ENSG00000224718	lincRNA
ENSG00000282706	lincRNA
ENSG00000260343	lincRNA
ENSG00000262585	lincRNA
ENSG00000250313	lincRNA
ENSG00000224995	lincRNA
ENSG00000224017	lincRNA
ENSG00000228714	lincRNA
ENSG00000249534	lincRNA
ENSG00000236720	lincRNA
ENSG00000224865	lincRNA
ENSG00000245534	antisense_RNA
ENSG00000244302	antisense_RNA
ENSG00000258826	lincRNA
ENSG00000238284	lincRNA
ENSG00000233569	lincRNA
ENSG00000245928	antisense_RNA
ENSG00000234155	lincRNA
ENSG00000254968	lincRNA
ENSG00000233968	antisense_RNA
ENSG00000255100	antisense_RNA
ENSG00000260760	lincRNA
ENSG00000267709	antisense_RNA
ENSG00000267147	lincRNA
ENSG00000235527	antisense_RNA
ENSG00000247416	antisense_RNA
ENSG00000259530	lincRNA
ENSG00000248505	lincRNA
ENSG00000262833	antisense_RNA
ENSG00000249201	antisense_RNA
ENSG00000249364	lincRNA
ENSG00000251323	lincRNA
ENSG00000250754	lincRNA
ENSG00000260420	lincRNA
ENSG00000222001	processed_transcript
ENSG00000145075	protein_coding
ENSG00000267522	lincRNA
ENSG00000224714	lincRNA
ENSG00000237476	lincRNA
ENSG00000255314	lincRNA
ENSG00000255084	antisense_RNA
ENSG00000259163	antisense_RNA
ENSG00000283697	protein_coding
ENSG00000234056	lincRNA
ENSG00000249295	antisense_RNA
ENSG00000278096	processed_transcript
ENSG00000232352	antisense_RNA
ENSG00000258039	antisense_RNA
ENSG00000256195	antisense_RNA
ENSG00000234493	transcribed_unprocessed_pseudogene
ENSG00000251059	antisense_RNA
ENSG00000256746	antisense_RNA
ENSG00000255178	lincRNA
ENSG00000258545	antisense_RNA
ENSG00000250739	lincRNA
ENSG00000280513	lincRNA
ENSG00000237292	lincRNA
ENSG00000250546	processed_transcript
ENSG00000267421	lincRNA
ENSG00000259351	antisense_RNA
ENSG00000245832	lincRNA
ENSG00000229433	lincRNA
ENSG00000229261	antisense_RNA
ENSG00000235455	antisense_RNA
ENSG00000258499	lincRNA
ENSG00000281811	lincRNA
ENSG00000237690	unprocessed_pseudogene
ENSG00000232146	unprocessed_pseudogene
ENSG00000231279	unprocessed_pseudogene
ENSG00000232469	unprocessed_pseudogene
ENSG00000235273	processed_transcript
ENSG00000233950	processed_transcript
ENSG00000224633	unprocessed_pseudogene
ENSG00000227178	unprocessed_pseudogene
ENSG00000226799	processed_transcript
ENSG00000230089	processed_transcript
ENSG00000197171	transcribed_unprocessed_pseudogene
ENSG00000225188	processed_transcript
ENSG00000237914	antisense_RNA
ENSG00000237937	lincRNA
ENSG00000251210	lincRNA
ENSG00000233154	lincRNA
ENSG00000256232	lincRNA
ENSG00000250417	lincRNA
ENSG00000280809	lincRNA
ENSG00000243224	antisense_RNA
ENSG00000257860	lincRNA
ENSG00000269793	antisense_RNA
ENSG00000250062	antisense_RNA
ENSG00000245281	antisense_RNA
ENSG00000260976	lincRNA
ENSG00000250634	lincRNA
ENSG00000272221	lincRNA
ENSG00000231789	antisense_RNA
ENSG00000245719	lincRNA
ENSG00000258630	lincRNA
ENSG00000249326	antisense_RNA
ENSG00000249343	lincRNA
ENSG00000257762	lincRNA
ENSG00000236078	lincRNA
ENSG00000228309	lincRNA
ENSG00000249252	antisense_RNA
ENSG00000282903	antisense_RNA
ENSG00000236137	antisense_RNA
ENSG00000198491	antisense_RNA
ENSG00000249713	antisense_RNA
ENSG00000257859	lincRNA
ENSG00000231836	processed_transcript
ENSG00000230174	lincRNA
ENSG00000226768	processed_transcript
ENSG00000234858	processed_transcript
ENSG00000228392	lincRNA
ENSG00000250819	lincRNA
ENSG00000260599	sense_intronic
ENSG00000277631	lincRNA
ENSG00000248538	lincRNA
ENSG00000283175	antisense_RNA
ENSG00000278390	antisense_RNA
ENSG00000261615	lincRNA
ENSG00000221817	processed_transcript
ENSG00000231365	antisense_RNA
ENSG00000235059	lincRNA
ENSG00000280639	lincRNA
ENSG00000225764	antisense_RNA
ENSG00000249521	lincRNA
ENSG00000241933	lincRNA
ENSG00000258136	antisense_RNA
ENSG00000261558	lincRNA
ENSG00000254334	lincRNA
ENSG00000235643	lincRNA
ENSG00000232077	lincRNA
ENSG00000253641	lincRNA
ENSG00000249699	lincRNA
ENSG00000225640	lincRNA
ENSG00000246541	lincRNA
ENSG00000249825	antisense_RNA
ENSG00000261645	processed_transcript
ENSG00000260088	lincRNA
ENSG00000250493	antisense_RNA
ENSG00000248738	antisense_RNA
ENSG00000242428	antisense_RNA
ENSG00000225437	antisense_RNA
ENSG00000246084	lincRNA
ENSG00000272288	antisense_RNA
ENSG00000229876	lincRNA
ENSG00000236049	lincRNA
ENSG00000250668	lincRNA
ENSG00000228888	lincRNA
ENSG00000253608	antisense_RNA
ENSG00000254839	lincRNA
ENSG00000261249	lincRNA
ENSG00000245552	antisense_RNA
ENSG00000280765	lincRNA
ENSG00000233365	lincRNA
ENSG00000232104	lincRNA
ENSG00000225497	antisense_RNA
ENSG00000253643	antisense_RNA
ENSG00000236467	antisense_RNA
ENSG00000225988	antisense_RNA
ENSG00000224307	lincRNA
ENSG00000260103	transcribed_processed_pseudogene
ENSG00000241158	antisense_RNA
ENSG00000238097	lincRNA
ENSG00000251370	lincRNA
ENSG00000250073	antisense_RNA
ENSG00000253551	antisense_RNA
ENSG00000273061	lincRNA
ENSG00000249710	antisense_RNA
ENSG00000280986	lincRNA
ENSG00000234928	lincRNA
ENSG00000226383	lincRNA
ENSG00000256577	antisense_RNA
ENSG00000260439	antisense_RNA
ENSG00000227007	lincRNA
ENSG00000246339	antisense_RNA
ENSG00000233399	lincRNA
ENSG00000249396	lincRNA
ENSG00000232900	lincRNA
ENSG00000254254	antisense_RNA
ENSG00000234647	lincRNA
ENSG00000259004	lincRNA
ENSG00000248309	antisense_RNA
ENSG00000254607	antisense_RNA
ENSG00000226717	lincRNA
ENSG00000259422	antisense_RNA
ENSG00000230550	antisense_RNA
ENSG00000234944	lincRNA
ENSG00000248740	lincRNA
ENSG00000253490	lincRNA
ENSG00000223884	antisense_RNA
ENSG00000259362	lincRNA
ENSG00000229720	lincRNA
ENSG00000233246	antisense_RNA
ENSG00000245384	antisense_RNA
ENSG00000283297	protein_coding
ENSG00000248964	lincRNA
ENSG00000250250	antisense_RNA
ENSG00000255087	lincRNA
ENSG00000259281	antisense_RNA
ENSG00000223485	lincRNA
ENSG00000233048	lincRNA
ENSG00000253871	lincRNA
ENSG00000273409	lincRNA
ENSG00000261039	lincRNA
ENSG00000248150	lincRNA
ENSG00000265692	lincRNA
ENSG00000254588	antisense_RNA
ENSG00000226445	antisense_RNA
ENSG00000246214	antisense_RNA
ENSG00000233993	antisense_RNA
ENSG00000253281	processed_transcript
ENSG00000251175	antisense_RNA
ENSG00000261798	antisense_RNA
ENSG00000245008	antisense_RNA
ENSG00000235271	lincRNA
ENSG00000248455	lincRNA
ENSG00000255474	lincRNA
ENSG00000226506	lincRNA
ENSG00000263063	lincRNA
ENSG00000281097	lincRNA
ENSG00000283982	lincRNA
ENSG00000228067	lincRNA
ENSG00000236008	lincRNA
ENSG00000237750	antisense_RNA
ENSG00000226659	antisense_RNA
ENSG00000249635	antisense_RNA
ENSG00000236306	lincRNA
ENSG00000184906	transcribed_unprocessed_pseudogene
ENSG00000256115	lincRNA
ENSG00000259175	antisense_RNA
ENSG00000232712	antisense_RNA
ENSG00000229444	antisense_RNA
ENSG00000245293	antisense_RNA
ENSG00000234676	antisense_RNA
ENSG00000273125	lincRNA
ENSG00000280350	lincRNA
ENSG00000260720	lincRNA
ENSG00000271856	lincRNA
ENSG00000237267	lincRNA
ENSG00000227857	antisense_RNA
ENSG00000232100	lincRNA
ENSG00000260792	lincRNA
ENSG00000224795	lincRNA
ENSG00000224863	processed_transcript
ENSG00000237654	antisense_RNA
ENSG00000273523	antisense_RNA
ENSG00000224504	lincRNA
ENSG00000225321	lincRNA
ENSG00000236107	antisense_RNA
ENSG00000230962	lincRNA
ENSG00000237396	lincRNA
ENSG00000233776	antisense_RNA
ENSG00000259518	lincRNA
ENSG00000265666	antisense_RNA
ENSG00000240893	lincRNA
ENSG00000249131	lincRNA
ENSG00000277301	antisense_RNA
ENSG00000260477	antisense_RNA
ENSG00000237686	antisense_RNA
ENSG00000251136	lincRNA
ENSG00000251314	antisense_RNA
ENSG00000243795	lincRNA
ENSG00000258471	antisense_RNA
ENSG00000254363	processed_transcript
ENSG00000230114	antisense_RNA
ENSG00000234362	lincRNA
ENSG00000262179	protein_coding
ENSG00000238078	lincRNA
ENSG00000271952	lincRNA
ENSG00000235475	lincRNA
ENSG00000278633	protein_coding
ENSG00000281731	lincRNA
ENSG00000249487	lincRNA
ENSG00000248461	lincRNA
ENSG00000230753	antisense_RNA
ENSG00000242290	lincRNA
ENSG00000246528	antisense_RNA
ENSG00000228839	antisense_RNA
ENSG00000245479	sense_overlapping
ENSG00000232065	antisense_RNA
ENSG00000227925	lincRNA
ENSG00000108379	protein_coding
ENSG00000277641	protein_coding
ENSG00000272150	transcribed_unprocessed_pseudogene
ENSG00000275585	transcribed_unprocessed_pseudogene
ENSG00000197728	protein_coding
ENSG00000253408	antisense_RNA
ENSG00000281876	antisense_RNA
ENSG00000229901	antisense_RNA
ENSG00000237524	protein_coding
ENSG00000175344	protein_coding
ENSG00000283425	protein_coding
ENSG00000274764	protein_coding
ENSG00000282437	protein_coding
ENSG00000259408	antisense_RNA
ENSG00000250626	lincRNA
ENSG00000213904	antisense_RNA
ENSG00000271959	antisense_RNA
ENSG00000282477	antisense_RNA
ENSG00000271122	antisense_RNA
ENSG00000239930	sense_intronic
ENSG00000279579	lincRNA
ENSG00000227591	antisense_RNA
ENSG00000283835	protein_coding
ENSG00000175267	protein_coding
ENSG00000103319	protein_coding
ENSG00000284161	protein_coding
ENSG00000258678	lincRNA
ENSG00000245213	antisense_RNA
ENSG00000225140	antisense_RNA
ENSG00000260423	lincRNA
ENSG00000233780	transcribed_processed_pseudogene
ENSG00000253799	lincRNA
ENSG00000181852	protein_coding
ENSG00000179981	protein_coding
ENSG00000259142	lincRNA
ENSG00000277610	snRNA
ENSG00000207501	snRNA
ENSG00000207205	snRNA
ENSG00000277610	snRNA
ENSG00000207349	snRNA
ENSG00000207507	snRNA
ENSG00000201183	snRNA
ENSG00000207340	snRNA
ENSG00000201654	snRNA
ENSG00000201558	snRNA
ENSG00000275538	snRNA
ENSG00000202337	snRNA
ENSG00000214160	protein_coding
ENSG00000185238	protein_coding
ENSG00000203601	antisense_RNA
ENSG00000131467	protein_coding
ENSG00000051825	protein_coding
ENSG00000124383	protein_coding
ENSG00000135446	protein_coding
ENSG00000151651	protein_coding
ENSG00000135698	protein_coding
ENSG00000172113	protein_coding
ENSG00000100867	protein_coding
ENSG00000064989	protein_coding
ENSG00000102898	protein_coding
ENSG00000149573	protein_coding
ENSG00000281358	antisense_RNA
ENSG00000223661	processed_transcript
ENSG00000233692	processed_transcript
ENSG00000227884	processed_transcript
ENSG00000235250	processed_transcript
ENSG00000225773	processed_transcript
ENSG00000281756	antisense_RNA
ENSG00000223747	processed_transcript
ENSG00000229776	antisense_RNA
ENSG00000204977	protein_coding
ENSG00000132849	protein_coding
ENSG00000132952	protein_coding
